,0,reporting_year,reporting_number
DURG_1,17422.3671875,2014,1
DURG_2,0.041501473635435104,2014,1
DURG_3,7452.384765625,2014,1
DURG_4,2866.6494140625,2014,1
DURG_5,1248.70654296875,2014,1
DURG_6,24790.4765625,2014,1
DURG_7,8447.43359375,2014,1
DURG_8,259.9078063964844,2014,1
DURG_9,5655.30712890625,2014,1
DURG_10,1246.5283203125,2014,1
DURG_1,12397.78515625,2014,1
DURG_2,0.02934897132217884,2014,1
DURG_3,6724.5107421875,2014,1
DURG_4,7592.55078125,2014,1
DURG_5,6962.27197265625,2014,1
DURG_6,3371.3828125,2014,1
DURG_7,5583.8359375,2014,1
DURG_8,1.10457181930542,2014,1
DURG_9,190.5107421875,2014,1
DURG_10,78.774169921875,2014,1
DURG_1,19448.6796875,2014,2
DURG_2,0.15293143689632416,2014,2
DURG_3,5046.42578125,2014,2
DURG_4,3216.8876953125,2014,2
DURG_5,1302.70703125,2014,2
DURG_6,29105.38671875,2014,2
DURG_7,8766.26953125,2014,2
DURG_8,261.3822937011719,2014,2
DURG_9,6014.77197265625,2014,2
DURG_10,1529.7103271484375,2014,2
DURG_1,15315.5078125,2014,2
DURG_2,0.12294110655784607,2014,2
DURG_3,7547.9658203125,2014,2
DURG_4,5818.4716796875,2014,2
DURG_5,5987.32763671875,2014,2
DURG_6,3024.546875,2014,2
DURG_7,5307.048828125,2014,2
DURG_8,1.452682614326477,2014,2
DURG_9,59.44287109375,2014,2
DURG_10,28.79541015625,2014,2
DURG_1,19184.70703125,2014,3
DURG_2,0.050010327249765396,2014,3
DURG_3,4660.20703125,2014,3
DURG_4,6320.84765625,2014,3
DURG_5,1185.11767578125,2014,3
DURG_6,24765.00390625,2014,3
DURG_7,8499.900390625,2014,3
DURG_8,259.1880187988281,2014,3
DURG_9,5942.55322265625,2014,3
DURG_10,1416.12109375,2014,3
DURG_1,12757.9296875,2014,3
DURG_2,0.06208711862564087,2014,3
DURG_3,9470.4638671875,2014,3
DURG_4,6356.748046875,2014,3
DURG_5,5603.33935546875,2014,3
DURG_6,1907.21875,2014,3
DURG_7,4534.05078125,2014,3
DURG_8,0.04292871057987213,2014,3
DURG_9,130.67822265625,2014,3
DURG_10,173.84228515625,2014,3
DURG_1,17190.08984375,2014,4
DURG_2,0.017349977046251297,2014,4
DURG_3,6863.7109375,2014,4
DURG_4,6677.8720703125,2014,4
DURG_5,1111.5498046875,2014,4
DURG_6,29780.904296875,2014,4
DURG_7,8370.18359375,2014,4
DURG_8,261.3179016113281,2014,4
DURG_9,5721.63232421875,2014,4
DURG_10,1550.9066162109375,2014,4
DURG_1,11710.77734375,2014,4
DURG_2,0.09606610238552094,2014,4
DURG_3,8597.8798828125,2014,4
DURG_4,7605.9365234375,2014,4
DURG_5,5165.0,2014,4
DURG_6,1044.9921875,2014,4
DURG_7,5488.9609375,2014,4
DURG_8,0.13483673334121704,2014,4
DURG_9,564.1162109375,2014,4
DURG_10,320.64111328125,2014,4
DURG_1,12402.05859375,2015,1
DURG_2,0.05108075961470604,2015,1
DURG_3,1773.734375,2015,1
DURG_4,4913.759765625,2015,1
DURG_5,780.3076171875,2015,1
DURG_6,24730.482421875,2015,1
DURG_7,6797.814453125,2015,1
DURG_8,261.3357238769531,2015,1
DURG_9,924.990234375,2015,1
DURG_10,989.4755859375,2015,1
DURG_1,13161.8046875,2015,1
DURG_2,0.12138987332582474,2015,1
DURG_3,8107.9853515625,2015,1
DURG_4,1300.50634765625,2015,1
DURG_5,7484.42626953125,2015,1
DURG_6,15562.7578125,2015,1
DURG_7,3688.06640625,2015,1
DURG_8,137.56654357910156,2015,1
DURG_9,1422.37109375,2015,1
DURG_10,1320.96826171875,2015,1
DURG_1,16960.796875,2015,2
DURG_2,0.11382833868265152,2015,2
DURG_3,1513.892578125,2015,2
DURG_4,3864.4140625,2015,2
DURG_5,930.1357421875,2015,2
DURG_6,19682.5703125,2015,2
DURG_7,6724.30078125,2015,2
DURG_8,260.99462890625,2015,2
DURG_9,1251.548828125,2015,2
DURG_10,1103.810302734375,2015,2
DURG_1,16453.7421875,2015,2
DURG_2,0.21790772676467896,2015,2
DURG_3,10499.8623046875,2015,2
DURG_4,1445.3701171875,2015,2
DURG_5,6782.33544921875,2015,2
DURG_6,8294.1875,2015,2
DURG_7,2626.388671875,2015,2
DURG_8,110.18083953857422,2015,2
DURG_9,1404.209228515625,2015,2
DURG_10,1247.864990234375,2015,2
DURG_1,17603.203125,2015,3
DURG_2,0.0012802109122276306,2015,3
DURG_3,1883.703125,2015,3
DURG_4,4658.927734375,2015,3
DURG_5,1240.5009765625,2015,3
DURG_6,24731.765625,2015,3
DURG_7,7627.2822265625,2015,3
DURG_8,259.9696960449219,2015,3
DURG_9,784.0517578125,2015,3
DURG_10,709.489013671875,2015,3
DURG_1,12362.33984375,2015,3
DURG_2,0.20361770689487457,2015,3
DURG_3,11105.1396484375,2015,3
DURG_4,791.15771484375,2015,3
DURG_5,6046.49560546875,2015,3
DURG_6,6038.6640625,2015,3
DURG_7,2724.9609375,2015,3
DURG_8,168.173828125,2015,3
DURG_9,1726.47900390625,2015,3
DURG_10,1065.4716796875,2015,3
DURG_1,12710.5703125,2015,4
DURG_2,0.013568194583058357,2015,4
DURG_3,273.66796875,2015,4
DURG_4,4017.109375,2015,4
DURG_5,1227.03955078125,2015,4
DURG_6,21009.8828125,2015,4
DURG_7,8424.033203125,2015,4
DURG_8,260.69329833984375,2015,4
DURG_9,1169.3154296875,2015,4
