DURG_CLASS,REPORTING_PERIOD,YOA,CURRENCY_CODE,IW Total Premium Paid,Total Claims Paid,Total Claims Outstandings,Total Claims Incurred,Catastrophe Paid,Catastrophe Incurred,Large Loss Paid,Large Loss Incurred,Non-Cat Incurred
DURG_4,2013Q03,2006,CCY_1,88230812.84,-2580002.368,0,-2580002.368,-351759.7561,-351759.7561,0,0,-2228242.612
DURG_6,2009Q02,2006,CCY_2,8666400.195,-6940517.143,-295466.2662,-7235983.409,0,0,-4229657.135,-4229657.135,-7235983.409
DURG_9,2012Q03,2004,CCY_2,31285248.62,-16193092.17,-334440.3759,-16527532.55,0,0,0,0,-16527532.55
DURG_6,2013Q01,2004,CCY_2,6667465.253,-2676341.234,-1625.88357,-2677967.117,-28551.71148,-28551.71148,0,0,-2649415.406
DURG_4,2020Q01,2010,CCY_2,7084652.568,-3329040.04,-768.83112,-3329808.871,0,0,0,0,-3329808.871
DURG_8,2018Q02,2003,CCY_1,7478570.049,-1800.98901,0,-1800.98901,0,0,0,0,-1800.98901
DURG_10,2003Q02,2000,CCY_3,1140177.654,-760300.0318,-27053.43858,-787353.4703,0,0,0,0,-787353.4703
DURG_3,2002Q02,2001,CCY_1,6176373.096,-3670758.33,-586572.1395,-4257330.469,-188176.4253,-188176.4253,0,0,-4069154.044
DURG_9,2003Q01,2002,CCY_2,10340656.63,-2196666.954,-2249311.639,-4445978.593,0,0,0,0,-4445978.593
DURG_10,2015Q03,2015,CCY_1,2951185.984,-1765994.725,-41874.4578,-1807869.183,-1761026.472,-1791170.93,0,0,-16698.25323
DURG_7,2017Q02,2000,CCY_2,503498.0039,-533777.1221,0,-533777.1221,0,0,0,0,-533777.1221
DURG_9,2017Q02,2016,CCY_1,18325568.53,-11476964.85,-6013045.351,-17490010.2,-8342333.678,-10655506.23,0,-2562379.826,-6834503.972
DURG_4,2007Q01,2004,CCY_1,45252226.35,-34188925.26,-4080190.015,-38269115.28,-28495631.51,-32575543.49,0,0,-5693571.786
DURG_4,2017Q03,2008,CCY_2,5455380.318,0,0,0,0,0,0,0,0
DURG_5,2016Q01,2005,CCY_3,9627079.195,-5549729.435,0,-5549729.435,0,0,0,0,-5549729.435
DURG_9,2016Q01,2000,CCY_1,1827971.998,-1560206.209,0,-1560206.209,0,0,0,0,-1560206.209
DURG_6,2016Q01,2015,CCY_1,76378183.12,-3757955.748,-11258931.5,-15016887.25,-8311.23285,-730295.8178,-1201507.419,-1201507.419,-14286591.43
DURG_8,2007Q02,2000,CCY_3,118133.0529,-16117.41882,-760.64358,-16878.0624,0,0,0,0,-16878.0624
DURG_6,2020Q03,2001,CCY_1,54265107.38,-26964408.41,0,-26964408.41,-3375012.713,-3375012.713,-8838922.712,-8838922.712,-23589395.69
DURG_3,2017Q01,2013,CCY_1,25340519.16,-21589476.62,-1209766.653,-22799243.27,0,0,0,0,-22799243.27
DURG_8,2016Q03,2005,CCY_1,9679328.016,0,0,0,0,0,0,0,0
DURG_1,2019Q01,2005,CCY_1,89082319.72,-143503123.1,-2018.70954,-143505141.9,-100725487.2,-100727210.1,-4912504.821,-4912504.821,-42777931.78
DURG_6,2019Q01,2000,CCY_1,30783800.49,-19360932.16,0,-19360932.16,-380348.1356,-380348.1356,0,0,-18980584.02
DURG_6,2016Q04,2003,CCY_1,111159191.3,-61786544.92,-421987.794,-62208532.72,-9530189.805,-9530189.805,-19942673.07,-19942673.07,-52678342.91
DURG_7,2019Q02,2008,CCY_1,25895103.53,-21459669.92,-1.0557,-21459670.97,-6641322.262,-6641323.317,0,0,-14818347.65
DURG_8,2016Q04,2010,CCY_1,11157709.86,0,0,0,0,0,0,0,0
DURG_9,2015Q04,2013,CCY_2,76636665.79,-46352223.8,-10774695.32,-57126919.12,-1206770.682,-1216199.35,-1051972.37,-2611284.096,-55910719.77
DURG_5,2020Q03,2015,CCY_3,22150282.12,-19475209.31,-907645.6526,-20382854.97,-103196.4697,-277412.2478,-2468201.65,-3011221.086,-20105442.72
DURG_1,2008Q02,2001,CCY_1,27085931.95,-19457594.09,-289850.0126,-19747444.1,-540996.5148,-540996.5148,0,0,-19206447.59
DURG_3,2005Q01,2004,CCY_1,15215513.02,-5611391.84,-2132429.966,-7743821.806,0,0,0,0,-7743821.806
DURG_3,2017Q01,2008,CCY_1,19390600.26,-14327852.99,-30673.51599,-14358526.5,-42951.52986,-42951.52986,0,0,-14315574.97
DURG_5,2020Q04,2008,CCY_3,11891501.12,-8663528.585,-15247.22877,-8678775.814,0,0,0,0,-8678775.814
DURG_8,2016Q03,2010,CCY_1,11157709.86,0,0,0,0,0,0,0,0
DURG_6,2014Q02,2010,CCY_3,12056983.65,-8432503.737,-102608.0108,-8535111.747,-2278807.956,-2279048.186,-1722898.248,-1722898.248,-6256063.561
DURG_6,2008Q01,2008,CCY_1,4042750.658,0,-213133.5135,-213133.5135,0,0,0,0,-213133.5135
DURG_4,2014Q03,2006,CCY_1,88230772.97,-2580002.368,0,-2580002.368,-351759.7561,-351759.7561,0,0,-2228242.612
DURG_7,2014Q03,2013,CCY_1,49521969.84,-16186456.46,-5450563.077,-21637019.54,-585603.2063,-701226.3559,0,0,-20935793.18
DURG_10,2009Q04,2000,CCY_2,421579.1794,-246930.9983,0,-246930.9983,0,0,0,0,-246930.9983
DURG_7,2010Q01,2009,CCY_2,5524768.3,-908704.1795,-1366578.677,-2275282.856,0,0,0,0,-2275282.856
DURG_6,2010Q01,2009,CCY_3,9464233.329,-591899.5301,-5242514.659,-5834414.189,0,0,-281621.9337,-2608160.82,-5834414.189
DURG_10,2010Q01,2006,CCY_1,14903364.65,-9870076.162,-2930887.231,-12800963.39,-6246367.836,-8699217.966,0,0,-4101745.426
DURG_8,2009Q04,2005,CCY_1,9667929.811,0,0,0,0,0,0,0,0
DURG_4,2021Q01,2001,CCY_2,1361806.608,0,0,0,0,0,0,0,0
DURG_9,2017Q04,2010,CCY_2,75921459.34,-63013431.99,-3284033.32,-66297465.31,-4469.43498,-4469.43498,-1328272.368,-2566868.874,-66292995.88
DURG_6,2021Q01,2015,CCY_1,86242221.27,-44878297.88,-3934362.69,-48812660.57,-3295365.755,-3472915.469,-15155730.15,-17735811.52,-45339745.1
DURG_6,2011Q04,2002,CCY_3,24555848.08,-6775691.312,-33733.57974,-6809424.892,-734640.0585,-734640.0585,-1234168.454,-1234168.454,-6074784.833
DURG_8,2020Q01,2016,CCY_1,5631636.459,-106609.9583,0,-106609.9583,0,0,0,0,-106609.9583
DURG_6,2011Q01,2010,CCY_1,66490735.21,-5519601.329,-18995781.01,-24515382.34,-2504907.835,-7595262.189,0,-6408571.649,-16920120.15
DURG_7,2015Q03,2003,CCY_1,24851243.72,-26016782.46,-1558.917,-26018341.37,-12864109.09,-12864109.09,0,0,-13154232.28
DURG_7,2014Q01,2008,CCY_2,5231388.86,-5011930.518,-14964.98151,-5026895.5,0,0,0,0,-5026895.5
DURG_5,2004Q01,2004,CCY_1,1393554.064,-28152,0,-28152,0,0,0,0,-28152
DURG_3,2007Q01,2000,CCY_1,9053852.089,-12063887.82,-92478.67485,-12156366.5,-17622.02592,-17622.02592,0,0,-12138744.47
DURG_7,2016Q01,2002,CCY_1,17890145.69,-11405739.57,-9923.39232,-11415662.97,-767500.3515,-767500.3515,0,0,-10648162.62
DURG_1,2004Q01,2001,CCY_1,27073883.69,-15397306.4,-4077809.505,-19475115.91,-515765.3786,-722858.8336,0,0,-18752257.07
DURG_1,2016Q01,2002,CCY_1,47039076.57,-24698298.35,0,-24698298.35,-1326746.565,-1326746.565,0,0,-23371551.79
DURG_10,2016Q01,2014,CCY_1,7324026.783,-3063179.778,-743022.0467,-3806201.824,-1054820.25,-1064497.5,0,0,-2741704.324
DURG_9,2016Q01,2016,CCY_1,1020036.401,12277.40391,-90604.1622,-78326.75829,0,0,0,0,-78326.75829
DURG_10,2016Q03,2002,CCY_2,735450.1206,-267536.7608,0,-267536.7608,0,0,0,0,-267536.7608
DURG_8,2005Q02,2005,CCY_1,1634526.351,0,0,0,0,0,0,0,0
DURG_10,2009Q01,2000,CCY_3,1208550.357,-784205.3143,-11293.2921,-795498.6064,0,0,0,0,-795498.6064
DURG_10,2015Q04,2006,CCY_1,14960655.35,-12008588.92,-121527.5272,-12130116.45,-7613891.294,-7613891.294,0,0,-4516225.152
DURG_6,2012Q02,2010,CCY_1,70233675.21,-26485816.34,-15283582.16,-41769398.5,-10332869.79,-13220124.67,-3620992.749,-5909325.23,-28549273.83
DURG_2,2019Q01,2011,CCY_3,3143057.652,-8610401.491,-1562014.295,-10172415.79,-8306187.308,-9868201.603,0,0,-304214.1835
DURG_6,2015Q02,2003,CCY_1,111159357.5,-61777547.53,-424173.5035,-62201721.03,-9530189.805,-9530189.805,-19942673.07,-19942673.07,-52671531.23
DURG_8,2018Q04,2004,CCY_3,309562.043,-33.94662,0,-33.94662,0,0,0,0,-33.94662
DURG_10,2018Q04,2011,CCY_2,582769.3322,-381444.4448,0,-381444.4448,0,0,0,0,-381444.4448
DURG_2,2020Q03,2009,CCY_3,2600082.674,-224.64123,0,-224.64123,-224.73507,-224.73507,0,0,0.09384
DURG_4,2009Q01,2002,CCY_1,39671838.59,-1504982.46,-2249.9313,-1507232.391,-624896.5949,-626552.3313,0,0,-880680.06
DURG_7,2007Q02,2003,CCY_2,4164883.77,-2281048.316,-6315.79563,-2287364.111,0,0,0,0,-2287364.111
DURG_8,2012Q04,2000,CCY_1,3789724.541,-2768070.197,-45497655.72,-48265725.92,-2288902.841,-47786558.56,0,0,-479167.3564
DURG_7,2018Q01,2016,CCY_2,9473859.589,-8912331.879,-1701610.104,-10613941.98,-1987063.853,-2012216.492,0,0,-8601725.491
DURG_6,2004Q02,2004,CCY_2,2455283.038,0,-406652.7075,-406652.7075,0,0,0,0,-406652.7075
DURG_9,2013Q04,2010,CCY_1,23670283.83,-25758693.05,-4678815.222,-30437508.27,-16357784.28,-19692510.99,0,0,-10744997.28
DURG_8,2019Q03,2018,CCY_1,4087633.65,0,-37676.12658,-37676.12658,0,0,0,0,-37676.12658
DURG_6,2010Q04,2002,CCY_3,24555848.08,-6775691.312,-35718.16671,-6811409.479,-734640.0585,-734640.0585,-1234168.454,-1234168.454,-6076769.42
DURG_6,2008Q01,2003,CCY_2,8299703.855,-6238400.163,-286642.1039,-6525042.267,-3711171.957,-3711171.957,0,0,-2813870.311
DURG_8,2006Q04,2005,CCY_1,8971153.254,0,0,0,0,0,0,0,0
DURG_9,2012Q01,2009,CCY_2,62034355.26,-41066235.96,-6387998.484,-47454234.44,0,0,-4444055.049,-4488605.589,-47454234.44
DURG_5,2018Q02,2005,CCY_3,9627079.195,-5553795.276,0,-5553795.276,0,0,0,0,-5553795.276
DURG_5,2020Q01,2014,CCY_3,19243404.13,-16298590.51,-1007563.013,-17306153.52,0,0,0,-565049.0558,-17306153.52
DURG_7,2020Q01,2001,CCY_2,1162545.356,-1220100.783,0,-1220100.783,0,0,0,0,-1220100.783
DURG_7,2018Q02,2003,CCY_1,24851243.72,-25986452.83,0,-25986452.83,-12861252.4,-12861252.4,0,0,-13125200.43
DURG_4,2007Q03,2007,CCY_2,4375623.601,0,-651015,-651015,0,0,0,0,-651015
DURG_3,2016Q04,2007,CCY_1,28902570.86,-25461355.77,-225292.9136,-25686648.68,-2528.49534,-2528.49534,0,0,-25684120.19
DURG_8,2016Q04,2007,CCY_3,420447.34,0,0,0,0,0,0,0,0
DURG_5,2018Q04,2016,CCY_1,15768103.34,-6786483.24,-1757963.839,-8544447.08,0,0,-318997.9834,-331359.3507,-8544447.08
DURG_4,2019Q04,2005,CCY_1,89487985.76,-279777404.1,-208.03155,-279777612.2,-278779591.3,-278779799.4,0,0,-997812.8136
DURG_5,2009Q01,2007,CCY_3,9970120.769,-5270108.1,-1143526.897,-6413634.997,0,0,-617447.2003,-617447.2003,-6413634.997
DURG_10,2019Q03,2019,CCY_3,1000609.926,-278052.1897,-33274.11564,-311326.3054,0,0,0,0,-311326.3054
DURG_10,2010Q04,2008,CCY_2,767769.6606,-376024.8329,-29788.2177,-405813.0506,0,0,0,0,-405813.0506
DURG_8,2012Q01,2003,CCY_3,548279.8243,-38.75592,0,-38.75592,0,0,0,0,-38.75592
DURG_10,2017Q04,2012,CCY_2,554321.6306,-135844.3206,-31020.60669,-166864.9273,0,0,0,0,-166864.9273
DURG_8,2013Q01,2009,CCY_3,805198.1668,0,0,0,0,0,0,0,0
DURG_5,2020Q01,2018,CCY_1,12022409.7,-5980837.492,-1931079.848,-7911917.34,0,0,-459465.9416,-951249.4408,-7911917.34
DURG_10,2014Q04,2010,CCY_2,924510.1903,-339326.05,-352959.395,-692285.4449,0,0,0,0,-692285.4449
DURG_3,2020Q01,2017,CCY_1,30196700.83,-24211084.28,-1723158.994,-25934243.27,-351785.0812,-361183.7437,0,0,-25573059.53
DURG_6,2018Q02,2015,CCY_1,86153906.33,-36684111.2,-11616971.6,-48301082.8,-2205090.501,-4555013.705,-15154378.05,-15315121.51,-43746069.09
DURG_10,2003Q02,2002,CCY_3,1784162.079,-617341.5717,-1311117.888,-1928459.46,-41055,-1147658.766,0,0,-780800.6935
DURG_9,2004Q03,2001,CCY_1,4323988.176,-2425850.99,-36334.63686,-2462185.627,0,0,0,0,-2462185.627
DURG_4,2011Q03,2001,CCY_1,31792803.24,-37976905.05,-71.11899,-37976976.17,-37686344.77,-37686415.89,0,0,-290560.2758
DURG_3,2017Q03,2015,CCY_1,13781093.95,-9622171.539,-1113204.19,-10735375.73,0,0,0,0,-10735375.73
DURG_4,2016Q03,2002,CCY_1,39672205.95,-1507518.029,0,-1507518.029,-627405.3017,-627405.3017,0,0,-880112.7268
DURG_5,2016Q03,2014,CCY_1,15199461.04,-5445298.383,-1396866.147,-6842164.53,0,0,-63808.30269,-63808.30269,-6842164.53
DURG_7,2009Q01,2002,CCY_2,2096284.323,-1438113.202,-21632.02026,-1459745.222,0,0,0,0,-1459745.222
DURG_8,2009Q03,2000,CCY_3,119831.0056,-16447.67697,0,-16447.67697,0,0,0,0,-16447.67697
DURG_2,2019Q01,2000,CCY_3,281579.4125,-19122.38676,0,-19122.38676,0,0,0,0,-19122.38676
DURG_5,2015Q02,2015,CCY_1,1510898.861,-186293.9715,-1255716.359,-1442010.33,0,0,0,-1243380,-1442010.33
DURG_6,2016Q03,2016,CCY_1,37736129.24,-423136.9586,-8153787.91,-8576924.869,-25395.79017,-1647172.898,0,0,-6929751.971
DURG_7,2018Q03,2011,CCY_2,14914014.36,-9281690.002,-242560.5645,-9524250.566,0,0,0,0,-9524250.566
DURG_6,2020Q03,2015,CCY_3,7200262.146,-5921323.589,-691413.5188,-6612737.108,-876798.1455,-1112204.583,0,0,-5500532.525
DURG_4,2020Q02,2015,CCY_1,75118983.14,-4398413.537,-9907.65066,-4408321.187,-1253679.292,-1257673.638,0,0,-3150647.549
DURG_8,2009Q04,2000,CCY_3,119831.0056,-16447.67697,0,-16447.67697,0,0,0,0,-16447.67697
DURG_2,2011Q02,2008,CCY_3,2436190.316,-66.90792,-62.7555,-129.66342,-66.90792,-129.66342,0,0,0
DURG_9,2009Q02,2009,CCY_1,3679773.55,347612.122,-693821.1365,-346209.0145,1719.2661,-238.31841,0,0,-345970.6961
DURG_3,2017Q04,2011,CCY_1,21572723.66,-24424508.81,-8034.15852,-24432542.97,-879320.7289,-879320.7289,0,0,-23553222.24
DURG_8,2011Q02,2011,CCY_3,67826.17959,0,0,0,0,0,0,0,0
DURG_9,2011Q04,2002,CCY_1,7676110.745,-4193660.076,-47880.87468,-4241540.951,-80837.15424,-80837.15424,0,0,-4160703.796
DURG_8,2011Q04,2004,CCY_1,9066699.5,-168.80643,0,-168.80643,0,0,0,0,-168.80643
DURG_9,2018Q02,2003,CCY_2,32069965.33,-16898142.18,-29696.23104,-16927838.41,0,0,0,0,-16927838.41
DURG_5,2000Q03,2000,CCY_3,748447.7348,-76660.87542,-6553.57446,-83214.44988,0,0,0,0,-83214.44988
DURG_4,2011Q03,2010,CCY_2,6868236.742,-1722260.64,-1775983.7,-3498244.34,0,0,0,0,-3498244.34
DURG_4,2017Q02,2004,CCY_2,3532462.017,-275977.4812,0,-275977.4812,0,0,0,0,-275977.4812
DURG_7,2017Q02,2011,CCY_2,14971198.11,-9166900.996,-363087.206,-9529988.202,0,0,0,0,-9529988.202
DURG_9,2012Q02,2001,CCY_1,4358046.806,-2517107.903,0,-2517107.903,0,0,0,0,-2517107.903
DURG_2,2018Q03,2000,CCY_1,403930.6789,-946.70484,-439875,-440821.7048,0,-439875,0,0,-946.70484
DURG_3,2015Q02,2007,CCY_1,28901831.66,-25419431.34,-555694.6857,-25975126.03,-2528.49534,-2528.49534,0,0,-25972597.53
DURG_7,2004Q02,2001,CCY_1,8699051.001,-5511865.992,-314238.5946,-5826104.587,-119855.5682,-119855.5682,0,0,-5706249.019
DURG_8,2015Q04,2001,CCY_1,13679412.61,-2179424.018,-24716.23608,-2204140.254,-2179424.053,-2204140.289,0,0,0.03519
DURG_6,2018Q03,2007,CCY_3,14969750.69,-6994694.928,-146298.9881,-7140993.916,-853791.1346,-853791.7446,0,0,-6287202.171
DURG_6,2014Q03,2001,CCY_2,2192156.557,-775466.8397,0,-775466.8397,0,0,0,0,-775466.8397
DURG_9,2021Q01,2003,CCY_2,32069965.33,-16898142.18,-29696.23104,-16927838.41,0,0,0,0,-16927838.41
DURG_1,2000Q02,2000,CCY_1,518928.0095,-115127.5454,-56667.50097,-171795.0463,0,0,0,0,-171795.0463
DURG_4,2013Q01,2010,CCY_2,7075611.072,-3279425.624,-39682.97709,-3319108.601,0,0,0,0,-3319108.601
DURG_2,2011Q01,2010,CCY_3,2177066.464,-176700.3564,-360070.684,-536771.0404,-176700.3798,-536771.0638,0,0,0.02346
DURG_9,2011Q01,2004,CCY_3,36683089.1,-33935795.05,-2137566.885,-36073361.94,-6601706.286,-7039776.896,-1300102.045,-1300102.045,-29033585.04
DURG_9,2004Q04,2003,CCY_3,28308912.06,-9573541.844,-10507667.53,-20081209.37,-1319658.501,-2710085.886,-311458.3382,-1816363.099,-17371123.48
DURG_6,2014Q04,2010,CCY_1,70343545.44,-42194369.61,-5368828.73,-47563198.34,-12838325.48,-13331389.86,-9372521.82,-9750357.929,-34231808.48
DURG_10,2017Q03,2004,CCY_1,9611344.913,-11014137.34,0,-11014137.34,-6321626.836,-6321626.836,0,0,-4692510.501
DURG_8,2007Q02,2002,CCY_3,156406.6705,0,0,0,0,0,0,0,0
DURG_8,2004Q01,2004,CCY_3,4454.30328,0,0,0,0,0,0,0,0
DURG_7,2020Q02,2020,CCY_2,2473181.469,-38386.50711,-121978.3346,-160364.8417,0,0,0,0,-160364.8417
DURG_9,2012Q04,2007,CCY_2,48909388.69,-33852637.37,-1674598.671,-35527236.05,0,0,-3163159.236,-3221980.494,-35527236.05
DURG_2,2019Q04,2008,CCY_3,2436199.02,-145.00626,0,-145.00626,-145.01799,-145.01799,0,0,0.01173
DURG_9,2020Q04,2021,CCY_1,0,0,0,0,0,0,0,0,0
DURG_6,2018Q04,2006,CCY_2,8684975.658,-7028798.132,0,-7028798.132,0,0,-4236249.864,-4236249.864,-7028798.132
DURG_9,2017Q01,2004,CCY_3,36694062.8,-33808359.62,-70887.51018,-33879247.13,-6620478.767,-6620478.767,-1181725.536,-1181725.536,-27258768.36
DURG_3,2019Q04,2004,CCY_1,31028001.77,-25828762.91,0,-25828762.91,-859212.9166,-859212.9166,0,0,-24969549.99
DURG_3,2007Q04,2000,CCY_1,9026032.13,-12070962.16,-72730.26972,-12143692.43,-17622.00246,-17622.00246,0,0,-12126070.43
DURG_1,2015Q01,2013,CCY_1,88928375.64,-41953567.23,-12714417.28,-54667984.51,-1552957.339,-1725361.395,0,0,-52942623.12
DURG_6,2013Q02,2000,CCY_3,6376472.21,-3261103.622,0,-3261103.622,-579778.6514,-579778.6514,0,0,-2681324.97
DURG_9,2019Q03,2004,CCY_1,13101272.47,-30840659.47,0,-30840659.47,-23907831.41,-23907831.41,-3271373.518,-3271373.518,-6932828.058
DURG_6,2006Q04,2004,CCY_2,6652732.326,-2642021.189,-155602.5672,-2797623.756,-27627.61035,-27627.61035,0,0,-2769996.146
DURG_6,2010Q04,2007,CCY_2,8549218.785,-4603490.112,-119335.5069,-4722825.619,0,0,0,0,-4722825.619
DURG_6,2001Q03,2001,CCY_1,20239416.43,-262599.3575,-1799495.992,-2062095.35,-11254.28985,-194818.5496,0,0,-1867276.8
DURG_9,2021Q01,2000,CCY_1,1827971.998,-1560206.209,0,-1560206.209,0,0,0,0,-1560206.209
DURG_6,2013Q03,2008,CCY_3,15456463.36,-7111275.914,-357824.5298,-7469100.444,0,-0.07038,0,0,-7469100.374
DURG_4,2013Q01,2005,CCY_1,89033189.72,-274848186.3,-8909491.002,-283757677.3,-273865837.8,-282772697.8,0,0,-984979.4077
DURG_2,2020Q01,2010,CCY_3,3010794.947,-3630760.508,-35179.84182,-3665940.349,-3630761.727,-3665941.569,0,0,1.21992
DURG_4,2018Q02,2005,CCY_2,5173620.264,-2354472.38,0,-2354472.38,0,0,0,0,-2354472.38
DURG_3,2018Q02,2006,CCY_1,34383245.41,-29209083.55,0,-29209083.55,0,0,0,0,-29209083.55
DURG_1,2014Q04,2014,CCY_1,46353130.21,-7371445.426,-4810298.587,-12181744.01,-59271.23253,-59989.95309,0,0,-12121754.06
DURG_10,2014Q04,2012,CCY_2,555500.2493,-100767.5972,-26722.65258,-127490.2498,0,0,0,0,-127490.2498
DURG_2,2007Q03,2003,CCY_3,535742.4601,0,0,0,0,0,0,0,0
DURG_2,2017Q02,2007,CCY_3,856349.1661,0,0,0,0,0,0,0,0
DURG_2,2014Q01,2005,CCY_1,4256395.025,-13480918.79,-50958.21672,-13531877.01,-13414465.52,-13465270.04,0,0,-66606.96339
DURG_5,2017Q02,2005,CCY_1,9900928.76,-3689164.307,-31125.41424,-3720289.721,0,0,-238503.3569,-238503.3569,-3720289.721
DURG_6,2014Q01,2001,CCY_3,13947264.43,-8421745.849,0,-8421745.849,-397132.9562,-397132.9562,0,0,-8024612.892
DURG_3,2006Q03,2005,CCY_1,25225640.91,-15028353.6,-4445302.663,-19473656.26,-671380.8958,-740278.388,0,0,-18733377.87
DURG_7,2014Q01,2013,CCY_1,39727377.4,-6950563.806,-4332011.18,-11282574.99,-128097.6879,-239273.3962,0,0,-11043301.59
DURG_3,2014Q01,2010,CCY_1,17481761.65,-20878913.64,-784157.1275,-21663070.77,0,0,0,0,-21663070.77
DURG_4,2017Q03,2013,CCY_1,109746223.9,-4765566.759,-13599.03474,-4779165.794,-409941.7057,-411936.6971,0,0,-4367229.097
DURG_5,2017Q03,2016,CCY_1,12012882.5,-2741147.947,-955644.1088,-3696792.056,0,0,-36819.57852,-36819.57852,-3696792.056
DURG_6,2007Q04,2006,CCY_1,112321483.5,-25801386.58,-65497469.42,-91298856,-2158472.021,-6576934.11,-8776214.331,-39035029.14,-84721921.89
DURG_7,2019Q01,2012,CCY_1,47091417.41,-35351641.65,-160370.6246,-35512012.28,-11648277.77,-11661977.03,0,0,-23850035.25
DURG_5,2015Q02,2014,CCY_1,10033885.75,-2124719.908,-1535031.893,-3659751.801,0,0,0,0,-3659751.801
DURG_7,2016Q04,2017,CCY_1,0,0,0,0,0,0,0,0,0
DURG_4,2020Q04,2005,CCY_2,5173620.264,-2354472.38,0,-2354472.38,0,0,0,0,-2354472.38
DURG_2,2019Q01,2002,CCY_3,685882.2491,-144972.8999,0,-144972.8999,-144972.9585,-144972.9585,0,0,0.05865
DURG_6,2017Q01,2013,CCY_3,11738892.23,-7857978.389,-510648.7292,-8368627.118,0,0,-2829861.163,-2829861.163,-8368627.118
DURG_2,2020Q04,2002,CCY_1,859597.5316,-11619.16323,0,-11619.16323,-11619.16323,-11619.16323,0,0,0
DURG_9,2010Q03,2003,CCY_2,32223251.16,-16712293.47,-667986.0696,-17380279.53,0,0,0,0,-17380279.53
DURG_9,2010Q03,2005,CCY_2,34003844.23,-20005891.2,-903559.249,-20909450.45,0,0,-2559535.078,-2569710.267,-20909450.45
DURG_7,2014Q02,2010,CCY_2,13188652.85,-10467665.59,-585123.2382,-11052788.83,0,0,0,0,-11052788.83
DURG_6,2014Q03,2012,CCY_3,13460550.13,-1613040.499,-3257209.25,-4870249.749,-22.80312,-1457509.32,0,0,-3412740.428
DURG_10,2001Q03,2000,CCY_2,458654.5892,-146808.6566,-5993.77194,-152802.4286,0,0,0,0,-152802.4286
DURG_3,2010Q01,2005,CCY_1,32478625.17,-26709508.95,-385430.6859,-27094939.64,-698583.974,-698810.0463,0,0,-26396129.59
DURG_10,2021Q01,2017,CCY_1,8074936.739,-7383437.052,-329910.1561,-7713347.208,-2464047.389,-2464047.389,0,0,-5249299.819
DURG_6,2021Q01,2014,CCY_1,115790649.9,-69215651.71,-3040167.547,-72255819.25,-14563013.08,-15966307.06,-18791572.55,-18800592.11,-56289512.19
DURG_4,2021Q01,2015,CCY_2,4384734.198,-1740089.302,-24223.40013,-1764312.702,-1730932.817,-1755156.217,0,0,-9156.48492
DURG_2,2021Q01,2015,CCY_3,826558.6024,0,0,0,0,0,0,0,0
DURG_10,2017Q04,2003,CCY_3,2239352.306,-802668.3343,-45013.58175,-847681.916,24472.24035,-235.5384,0,0,-847446.3776
DURG_7,2017Q04,2018,CCY_2,0,0,0,0,0,0,0,0,0
DURG_1,2010Q02,2003,CCY_1,90959220.77,-102213928.8,-1390055.427,-103603984.2,-50655414.3,-51262801.49,-1814839.407,-1814839.407,-52341182.73
DURG_8,2013Q04,2001,CCY_1,13679412.61,-2179424.018,-14875.42296,-2194299.441,-2179424.053,-2194299.476,0,0,0.03519
DURG_6,2012Q03,2003,CCY_1,111155291.5,-61361217.19,-1403028.315,-62764245.5,-9530189.805,-9530189.805,-19942673.07,-20423346.77,-53234055.7
DURG_7,2011Q04,2006,CCY_2,3657832.667,-2358308.09,-2034.3339,-2360342.423,0,0,0,0,-2360342.423
DURG_8,2006Q02,2006,CCY_1,3767707.483,0,0,0,0,0,0,0,0
DURG_5,2018Q02,2017,CCY_1,10845395.3,-2600879.411,-1285085.206,-3885964.616,0,0,0,0,-3885964.616
DURG_4,2002Q01,2001,CCY_1,24450020.07,-5862831.885,-35764416.48,-41627248.37,-5770028.923,-41427379.77,0,0,-199868.5961
DURG_10,2007Q03,2007,CCY_1,6001942.788,-1720.41564,-11905.95,-13626.36564,0,0,0,0,-13626.36564
DURG_9,2015Q03,2006,CCY_3,31963930.43,-26528928.93,-380793.6762,-26909722.61,-2343559.28,-2343559.28,0,0,-24566163.33
DURG_10,2013Q01,2013,CCY_3,7732.38081,0,-138.83628,-138.83628,0,0,0,0,-138.83628
DURG_4,2007Q01,2000,CCY_2,713385.9789,0,0,0,0,0,0,0,0
DURG_5,2017Q03,2008,CCY_1,11583910.51,-4780663.176,-49497.40944,-4830160.585,0,0,0,0,-4830160.585
DURG_1,2017Q03,2005,CCY_1,89089249.13,-143500930.4,-8936.2659,-143509866.7,-100725487,-100727996.8,-4912504.821,-4912504.821,-42781869.83
DURG_7,2017Q03,2017,CCY_1,15242851.72,-2923946.93,-2367540.468,-5291487.397,-1217212.27,-2551549.236,0,0,-2739938.162
DURG_10,2020Q02,2000,CCY_3,1210401.68,-789110.2138,0,-789110.2138,0,0,0,0,-789110.2138
DURG_9,2019Q02,2007,CCY_2,48622261.08,-34668393.87,-230128.4654,-34898522.33,0,0,-3191424.783,-3191424.783,-34898522.33
DURG_3,2019Q02,2008,CCY_1,19355490.55,-14344004.11,-32204.30445,-14376208.41,-42951.52986,-42951.52986,0,0,-14333256.88
DURG_7,2019Q02,2014,CCY_2,9693564.201,-6922672.963,-20200.71393,-6942873.676,0,0,0,0,-6942873.676
