,0,reporting_year,reporting_number
DURG_1,14727.1875,2014,1
DURG_2,0.017734413966536522,2014,1
DURG_3,5734.974609375,2014,1
DURG_4,12120.06640625,2014,1
DURG_5,407.98095703125,2014,1
DURG_6,30021.3359375,2014,1
DURG_7,3555.833984375,2014,1
DURG_8,260.326416015625,2014,1
DURG_9,3626.70703125,2014,1
DURG_10,1669.049560546875,2014,1
DURG_1,10058.5859375,2014,1
DURG_2,0.20837968587875366,2014,1
DURG_3,8709.4287109375,2014,1
DURG_4,5995.6630859375,2014,1
DURG_5,7055.75732421875,2014,1
DURG_6,7216.84375,2014,1
DURG_7,1321.951171875,2014,1
DURG_8,0.0898156613111496,2014,1
DURG_9,299.6552734375,2014,1
DURG_10,266.99169921875,2014,1
DURG_1,16027.48828125,2014,2
DURG_2,0.16917821764945984,2014,2
DURG_3,2877.185546875,2014,2
DURG_4,3301.5439453125,2014,2
DURG_5,249.75537109375,2014,2
DURG_6,28917.1328125,2014,2
DURG_7,2313.291015625,2014,2
DURG_8,260.7096862792969,2014,2
DURG_9,6563.33935546875,2014,2
DURG_10,1636.2296142578125,2014,2
DURG_1,12590.34375,2014,2
DURG_2,0.15872201323509216,2014,2
DURG_3,5703.3876953125,2014,2
DURG_4,6227.05078125,2014,2
DURG_5,6193.0791015625,2014,2
DURG_6,2899.55078125,2014,2
DURG_7,20962.47265625,2014,2
DURG_8,0.6241552233695984,2014,2
DURG_9,4932.087890625,2014,2
DURG_10,68.605224609375,2014,2
DURG_1,18215.15234375,2014,3
DURG_2,0.22686095535755157,2014,3
DURG_3,2377.25,2014,3
DURG_4,5231.208984375,2014,3
DURG_5,22.74951171875,2014,3
DURG_6,30649.541015625,2014,3
DURG_7,3954.30078125,2014,3
DURG_8,258.7527160644531,2014,3
DURG_9,7137.63330078125,2014,3
DURG_10,1575.6304931640625,2014,3
DURG_1,22062.984375,2014,3
DURG_2,0.5655385851860046,2014,3
DURG_3,5375.90234375,2014,3
DURG_4,7569.5244140625,2014,3
DURG_5,5487.45458984375,2014,3
DURG_6,323.85546875,2014,3
DURG_7,1571.373046875,2014,3
DURG_8,0.08640234917402267,2014,3
DURG_9,927.9814453125,2014,3
DURG_10,2624.529296875,2014,3
DURG_1,20936.76171875,2014,4
DURG_2,0.22026027739048004,2014,4
DURG_3,4597.318359375,2014,4
DURG_4,2542.7353515625,2014,4
DURG_5,503.26416015625,2014,4
DURG_6,30132.41015625,2014,4
DURG_7,5188.869140625,2014,4
DURG_8,259.1300964355469,2014,4
DURG_9,5724.63916015625,2014,4
DURG_10,3165.781005859375,2014,4
DURG_1,16038.60546875,2014,4
DURG_2,0.04333973675966263,2014,4
DURG_3,6714.6689453125,2014,4
DURG_4,9012.7529296875,2014,4
DURG_5,3175.5517578125,2014,4
DURG_6,1837.6640625,2014,4
DURG_7,1399.130859375,2014,4
DURG_8,1.010901689529419,2014,4
DURG_9,762.21240234375,2014,4
DURG_10,169.69775390625,2014,4
