,0,reporting_year,reporting_number
DURG_1,7603.18359375,2015,1
DURG_2,0.06524283438920975,2015,1
DURG_3,335.171875,2015,1
DURG_4,4134.0791015625,2015,1
DURG_5,634.7333984375,2015,1
DURG_6,18639.33203125,2015,1
DURG_7,930.67578125,2015,1
DURG_8,258.5970458984375,2015,1
DURG_9,1707.47607421875,2015,1
DURG_10,1580.0933837890625,2015,1
DURG_1,24169.359375,2015,1
DURG_2,0.4690841734409332,2015,1
DURG_3,5369.3564453125,2015,1
DURG_4,614.6357421875,2015,1
DURG_5,8131.51220703125,2015,1
DURG_6,10052.9453125,2015,1
DURG_7,17230.25390625,2015,1
DURG_8,47.13096618652344,2015,1
DURG_9,1421.228759765625,2015,1
DURG_10,547.52880859375,2015,1
DURG_1,22866.40625,2015,1
DURG_2,2.5554637908935547,2015,1
DURG_3,1338.9580078125,2015,1
DURG_4,19364.935546875,2015,1
DURG_5,6533.5927734375,2015,1
DURG_6,17740.03125,2015,1
DURG_7,17704.5546875,2015,1
DURG_8,12.536430358886719,2015,1
DURG_9,2581.80712890625,2015,1
DURG_10,780.7503662109375,2015,1
DURG_1,39542.98828125,2015,1
DURG_2,0.037825703620910645,2015,1
DURG_3,9768.07421875,2015,1
DURG_4,20593.99609375,2015,1
DURG_5,9501.78125,2015,1
DURG_6,13246.619140625,2015,1
DURG_7,26783.990234375,2015,1
DURG_8,0.2939775586128235,2015,1
DURG_9,325.17822265625,2015,1
DURG_10,3357.9453125,2015,1
DURG_1,9595.98828125,2015,2
DURG_2,0.059506747871637344,2015,2
DURG_3,353.705078125,2015,2
DURG_4,3718.478515625,2015,2
DURG_5,3336.671875,2015,2
DURG_6,20495.44921875,2015,2
DURG_7,104.69140625,2015,2
DURG_8,261.2165222167969,2015,2
DURG_9,892.3505859375,2015,2
DURG_10,1738.759033203125,2015,2
DURG_1,20717.59765625,2015,2
DURG_2,0.12458319216966629,2015,2
DURG_3,5227.5517578125,2015,2
DURG_4,1126.06396484375,2015,2
DURG_5,7973.37109375,2015,2
DURG_6,15556.65625,2015,2
DURG_7,2679.62890625,2015,2
DURG_8,32.373130798339844,2015,2
DURG_9,1970.623046875,2015,2
DURG_10,1206.99072265625,2015,2
DURG_1,18363.08203125,2015,2
DURG_2,7.272383213043213,2015,2
DURG_3,2562.5029296875,2015,2
DURG_4,14932.474609375,2015,2
DURG_5,6523.78076171875,2015,2
DURG_6,14606.7734375,2015,2
DURG_7,2912.86328125,2015,2
DURG_8,101.88334655761719,2015,2
DURG_9,2401.57763671875,2015,2
DURG_10,528.9935302734375,2015,2
DURG_1,39939.0,2015,2
DURG_2,1.167123556137085,2015,2
DURG_3,11198.2861328125,2015,2
