,DURG_Class,reporting_year,reporting_number,RF_MAE,CL_MAE,RF_MAE_after_8_period,CL_MAE_after_8_period,period
266,DURG_7,2016,3,2472.1034742661604,2141.3566419224526,2205.770115000001,424.2809157240263,2016Q3
267,DURG_8,2016,3,22.7474338688235,30.69619677792577,4.640313645912638,8.005666350000013,2016Q3
268,DURG_9,2016,3,2544.226707017984,2231.4568045545584,354.12078433767874,241.98079967498893,2016Q3
269,DURG_10,2016,3,598.850166391587,344.16346256260067,148.4793622457862,124.96821575941226,2016Q3
270,DURG_1,2016,4,9168.320017560965,4069.6231339280876,6456.436026517775,904.8572311765274,2016Q4
271,DURG_2,2016,4,133.08167011852328,0.0,105.41113900427499,0.0,2016Q4
272,DURG_3,2016,4,7065.081943824589,1344.3622386352013,2698.718682134604,339.24916246619614,2016Q4
273,DURG_4,2016,4,3812.296889481043,150.5112988443127,5397.963903559081,170.87138619406005,2016Q4
274,DURG_5,2016,4,1664.9967803682016,2251.5584652023877,1688.5665319999998,82.17715057526857,2016Q4
275,DURG_6,2016,4,8204.836462593183,5297.775476384968,2906.3719167947493,2117.8741135773453,2016Q4
276,DURG_7,2016,4,2894.454590405475,1830.063796209597,2205.770115000001,339.53379102457075,2016Q4
277,DURG_8,2016,4,30.353998063040795,32.41258333730103,7.4030111110815895,11.43495769299409,2016Q4
278,DURG_9,2016,4,2859.8604098478427,1303.2289240647308,2069.019068361062,445.063084614545,2016Q4
279,DURG_10,2016,4,893.5064398341444,232.96525068837553,752.9931937179038,160.70732703155363,2016Q4
280,DURG_1,2017,1,10911.251410464636,72594.97655472517,8604.575024750036,8015.084737544712,2017Q1
281,DURG_2,2017,1,163.12559858755048,0.0,163.67440690265641,0.0,2017Q1
282,DURG_3,2017,1,6472.302980315865,109104.93460953434,6729.166793012682,519.0706992559308,2017Q1
283,DURG_4,2017,1,4799.444913139555,33230.69550397268,6109.31279835559,289.3000717781565,2017Q1
284,DURG_5,2017,1,2134.9028226722835,4993.074517750006,2033.8277919999991,1390.8139945740977,2017Q1
285,DURG_6,2017,1,11956.818932943861,13021.65031186848,10656.409086707867,5395.756351087577,2017Q1
286,DURG_7,2017,1,3267.891861568357,1817.1686105967856,5378.87761396472,448.57753727669115,2017Q1
287,DURG_8,2017,1,43.64850362668652,32.369971353997045,33.99202810337303,11.43496355799409,2017Q1
288,DURG_9,2017,1,1444.0550934870062,2178.186394991838,416.2127406615291,613.60108704616,2017Q1
289,DURG_10,2017,1,1076.0901160700964,1563.177340772237,521.3801759711448,130.62820203996102,2017Q1
290,DURG_1,2017,2,10890.474091632032,27188.795413532993,8714.61988432529,5777.334324326883,2017Q2
291,DURG_2,2017,2,157.78513304087548,0.0,155.18587274974942,0.0,2017Q2
292,DURG_3,2017,2,6434.56137991883,26273.091791342827,6660.836609837663,154.09899412069626,2017Q2
293,DURG_4,2017,2,7519.008774142783,1610.515287569096,5897.765918247538,227.60127596539246,2017Q2
294,DURG_5,2017,2,2014.9744142928826,3650.7814025905645,2027.2558197920953,1113.0611458689382,2017Q2
295,DURG_6,2017,2,11158.191592781077,4476.441599986039,9169.148411707629,4618.8600743272,2017Q2
296,DURG_7,2017,2,3203.9126233318448,906.9458486085232,5264.907491663689,248.73181061531977,2017Q2
297,DURG_8,2017,2,41.990575513766885,32.369971353997045,30.67617187753377,11.43496355799409,2017Q2
298,DURG_9,2017,2,2926.3462037748704,36323.47065482194,397.7810833821313,575.2336133545859,2017Q2
299,DURG_10,2017,2,1089.4867793407882,1585.1732112824875,494.9002681815764,88.86529651528667,2017Q2
300,DURG_1,2017,3,10491.816863171824,6717.402914850212,7495.420523253804,2992.316790914192,2017Q3
301,DURG_2,2017,3,141.6960670895062,0.0,122.63993294624082,0.0,2017Q3
302,DURG_3,2017,3,5733.02939255605,14170.072754952373,6293.185857787144,137.92312451971247,2017Q3
303,DURG_4,2017,3,6146.220390754081,2588.147118395741,3178.877342123537,253.90971259058688,2017Q3
304,DURG_5,2017,3,1917.776563187656,3626.4275264643475,1884.6523428473993,1401.5102466493304,2017Q3
305,DURG_6,2017,3,12936.362960001243,7402.436762589806,10195.696089772144,4877.454148617846,2017Q3
306,DURG_7,2017,3,2812.9287774156237,1907.586135539812,4461.634437460163,254.81732600163923,2017Q3
307,DURG_8,2017,3,45.82244268833706,32.369971353997045,38.339906226674124,11.43496355799409,2017Q3
308,DURG_9,2017,3,3397.6279277101285,1604.1358479899404,808.5292371528853,479.1577896979161,2017Q3
309,DURG_10,2017,3,1389.9292549510299,675.6083885253213,1089.505795710818,106.12217877387093,2017Q3
310,DURG_1,2017,4,9070.646741737472,3570.290065571453,4824.304138622105,2153.0103213540606,2017Q4
311,DURG_2,2017,4,135.3300430801614,0.0,108.08329588787824,0.0,2017Q4
312,DURG_3,2017,4,5630.124329919681,10243.893022932023,5051.962509839364,90.0283198811776,2017Q4
313,DURG_4,2017,4,2035.344339780836,2486.7825298447,687.8260631343444,77.52417873286367,2017Q4
314,DURG_5,2017,4,1760.900728843203,2849.607814573118,1613.7533397136613,1049.216780526779,2017Q4
315,DURG_6,2017,4,10616.67013725128,3574.4949623693883,8325.255240355888,1737.2433356061229,2017Q4
316,DURG_7,2017,4,1997.1965695749368,847.0234633375776,2748.6461149097413,232.71775156995682,2017Q4
317,DURG_8,2017,4,42.49939281689013,10.744245866039286,31.693806483780254,8.005672215000013,2017Q4
318,DURG_9,2017,4,1378.9508419181366,2492.8495563825218,381.26912014268146,450.16027640549237,2017Q4
319,DURG_10,2017,4,1049.5105943038393,495.1233181668129,441.2028479580101,36.14001426044251,2017Q4
